Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-10-10,10,October,2015,48,Adults (35-64),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2014-03-29,29,March,2014,58,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2016-03-29,29,March,2016,58,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
2013-09-22,22,September,2013,52,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
2015-09-22,22,September,2015,52,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2013-12-03,3,December,2013,44,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
2015-12-03,3,December,2015,44,Adults (35-64),M,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,298,236,534
2014-05-10,10,May,2014,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2016-05-10,10,May,2016,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2014-05-11,11,May,2014,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,520,472,992
2016-05-11,11,May,2016,35,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
2013-09-22,22,September,2013,61,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2015-09-22,22,September,2015,61,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2014-04-29,29,April,2014,49,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2016-04-29,29,April,2016,49,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
2013-09-11,11,September,2013,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,571,472,1043
2015-09-11,11,September,2015,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,642,531,1173
2013-10-12,12,October,2013,25,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2015-10-12,12,October,2015,25,Young Adults (25-34),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2013-10-06,6,October,2013,49,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2015-10-06,6,October,2015,49,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124
2013-10-02,2,October,2013,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2015-10-02,2,October,2015,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
2013-12-01,1,December,2013,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2015-12-01,1,December,2015,20,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
2013-11-09,9,November,2013,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2015-11-09,9,November,2015,32,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2014-04-28,28,April,2014,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,843,531,1374
2016-04-28,28,April,2016,35,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
2014-05-01,1,May,2014,41,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
2016-05-01,1,May,2016,41,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,325,295,620
2013-10-22,22,October,2013,41,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,466,354,820
2015-10-22,22,October,2015,41,Adults (35-64),F,United States,Oregon,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,311,236,547
2014-02-18,18,February,2014,37,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,520,472,992
2016-02-18,18,February,2016,37,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,650,590,1240
2014-06-14,14,June,2014,39,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
2016-06-14,14,June,2016,39,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
2013-08-19,19,August,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,466,413,879
2015-08-19,19,August,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,333,295,628
2014-04-16,16,April,2014,68,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,238,177,415
2016-04-16,16,April,2016,68,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,397,295,692
2013-12-08,8,December,2013,38,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2015-12-08,8,December,2015,38,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,94,59,153
2013-11-15,15,November,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2015-11-15,15,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2013-11-02,2,November,2013,41,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
2015-11-02,2,November,2015,41,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
2013-09-09,9,September,2013,23,Youth (<25),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
2015-09-09,9,September,2015,23,Youth (<25),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
2014-04-25,25,April,2014,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,476,354,830
2016-04-25,25,April,2016,41,Adults (35-64),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,635,472,1107
2013-10-04,4,October,2013,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,655,413,1068
2015-10-04,4,October,2015,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
2013-09-17,17,September,2013,18,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2015-09-17,17,September,2015,18,Youth (<25),F,Germany,Saarland,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,214,177,391
2013-10-27,27,October,2013,19,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,714,531,1245
2015-10-27,27,October,2015,19,Youth (<25),F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,555,413,968
2013-09-19,19,September,2013,52,Adults (35-64),F,Germany,Hamburg,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,444,295,739
